rainfall,river_level,humidity,temperature,soil_moisture,elevation,drainage,urbanization,flood
331.3,7.89,72.17,35.02,46.91,151.39,0.6,0.76,1
352.36,9.57,37.44,22.85,13.35,70.01,0.75,0.21,1
388.8,8.39,76.89,12.34,49.25,360.87,1.0,0.4,1
214.34,5.37,80.76,29.4,79.31,886.76,0.77,0.73,0
163.63,0.02,97.9,38.9,73.63,920.66,0.78,0.88,0
373.78,2.12,31.19,33.78,19.77,596.78,0.39,0.12,0
330.86,2.0,85.5,20.62,92.59,480.65,0.8,0.19,0
144.98,2.93,68.74,42.23,39.54,124.24,0.18,0.59,0
397.27,6.12,30.69,13.82,25.36,245.34,0.96,0.68,1
5.21,9.23,37.15,30.39,50.34,233.0,0.95,0.56,0
222.74,3.05,90.33,31.03,48.11,0.86,0.66,0.84,0
339.02,9.05,95.57,26.16,83.01,594.92,0.05,0.26,1
22.0,3.72,96.22,36.77,55.35,169.43,0.04,0.25,0
362.71,6.7,71.26,31.98,84.0,613.35,0.76,0.76,1
116.2,1.49,64.33,30.77,75.54,221.22,0.31,0.64,0
41.72,3.21,65.57,42.49,27.72,168.54,0.22,0.88,0
27.42,5.94,68.44,23.44,97.6,513.91,0.16,0.4,0
386.15,2.47,59.4,12.24,88.62,192.01,0.1,0.49,1
131.03,1.38,61.33,29.01,32.25,339.19,0.97,0.96,0
370.27,9.35,74.86,32.2,36.33,307.9,0.79,0.6,1
119.56,5.26,53.51,16.98,35.62,98.75,0.92,0.55,0
210.83,1.06,87.99,26.02,15.22,545.06,0.43,0.59,0
146.71,0.4,55.36,10.94,23.1,369.89,0.72,0.78,0
119.51,0.34,61.74,39.41,87.06,81.36,0.99,0.32,0
98.0,7.43,87.09,16.69,19.03,233.86,0.26,0.91,0
236.44,4.91,70.7,15.23,23.81,101.95,0.72,0.55,0
16.99,4.46,90.74,41.15,55.65,776.54,0.32,0.8,0
251.18,0.86,73.17,28.0,70.78,148.97,0.78,0.46,0
398.85,9.99,89.03,37.93,94.36,227.27,0.53,0.24,1
196.4,8.32,60.13,24.33,47.98,83.9,0.4,0.33,1
258.98,0.67,58.81,21.81,31.34,981.33,0.88,0.88,0
302.62,0.13,75.9,28.7,46.54,952.07,0.1,0.96,0
102.02,6.85,60.16,10.71,37.11,656.45,0.02,0.51,0
158.19,1.91,96.03,33.53,81.16,375.14,0.14,0.97,0
17.3,4.48,62.01,15.87,60.72,837.76,0.74,0.94,0
217.33,2.17,78.12,29.97,11.22,392.8,0.78,0.57,0
24.53,0.66,71.09,22.65,39.44,103.36,0.08,0.3,0
276.84,8.73,49.98,28.78,51.06,847.14,0.4,0.2,1
277.82,7.3,83.6,14.37,44.58,2.43,0.85,0.44,1
36.68,1.33,59.02,22.04,13.31,619.92,0.92,0.66,0
160.31,8.7,30.35,30.65,28.17,559.48,0.06,0.24,0
124.84,3.4,83.8,16.61,67.16,309.92,0.13,0.09,0
144.8,5.83,36.76,22.64,76.55,476.92,0.99,0.56,0
35.96,1.98,88.36,25.53,98.08,653.67,0.34,0.83,0
347.3,6.07,98.89,12.08,89.97,618.09,0.38,0.55,1
104.43,0.74,86.78,32.28,95.64,613.14,0.1,0.07,0
272.25,7.43,86.93,21.47,58.49,798.99,0.28,0.18,1
344.68,1.17,41.21,34.24,87.54,731.48,0.54,0.75,0
67.35,0.95,54.48,40.81,52.14,645.09,0.32,0.96,0
365.31,2.09,36.54,21.22,73.21,654.14,0.89,0.19,0
364.71,2.76,79.57,35.89,26.51,59.6,0.47,0.97,1
256.33,8.17,53.12,41.22,85.47,583.69,0.69,0.6,1
107.98,7.36,82.09,34.08,17.44,628.03,0.46,0.24,0
306.17,2.14,70.94,23.03,76.4,43.76,0.22,0.37,1
126.93,9.89,50.21,17.43,48.18,889.0,0.59,0.07,0
115.1,6.71,92.27,20.56,18.6,276.88,0.32,0.2,0
195.48,7.63,38.43,26.96,18.75,326.12,0.23,0.87,0
2.11,1.89,32.48,24.64,99.82,174.81,0.65,0.59,0
229.32,3.77,40.42,41.83,30.51,940.42,0.11,0.77,0
146.32,5.94,61.0,42.98,93.32,201.52,0.53,0.5,0
14.79,9.14,79.44,32.43,93.33,460.81,0.35,0.2,0
312.97,7.81,88.47,34.23,38.16,879.59,0.11,0.23,1
227.64,8.25,85.13,36.38,73.47,806.77,0.61,0.28,1
251.98,3.55,65.46,41.92,23.6,83.71,0.17,0.08,0
395.62,0.76,33.06,28.92,83.58,700.75,0.54,0.34,0
19.72,4.07,56.08,37.57,85.86,341.95,0.83,0.71,0
346.86,0.24,80.67,20.55,41.52,890.73,0.89,0.81,0
156.95,4.02,71.49,38.25,53.52,306.93,0.49,0.02,0
192.36,6.0,80.87,16.05,36.7,932.76,0.26,0.61,0
218.38,4.43,92.32,29.92,44.05,47.36,0.4,0.29,0
277.19,3.26,69.06,10.93,90.32,348.28,0.93,0.35,0
302.86,4.18,82.99,21.76,19.92,972.8,0.94,0.71,0
173.38,5.26,74.16,17.79,34.91,313.9,0.47,0.88,0
356.35,6.45,65.91,42.06,71.34,63.18,0.94,0.83,1
97.52,1.36,51.03,35.2,98.22,318.66,0.96,0.93,0
391.8,0.9,38.06,41.6,33.39,512.23,0.65,0.1,0
57.04,7.45,73.71,22.88,92.15,24.69,0.43,0.41,0
133.4,5.76,69.98,35.82,23.17,999.04,0.06,0.46,0
108.93,3.75,57.59,44.02,57.78,372.01,0.6,0.16,0
210.35,6.38,36.43,34.46,49.51,714.74,0.79,0.09,0
202.57,10.0,91.04,14.08,21.72,39.42,0.5,0.31,1
70.08,5.33,70.74,39.32,39.95,724.34,0.04,0.67,0
399.74,2.49,72.72,28.62,51.11,902.68,0.56,0.32,1
108.43,1.41,31.32,42.3,43.94,126.12,0.05,0.5,0
334.13,9.74,33.38,22.37,46.61,232.28,0.83,0.95,1
35.93,6.91,74.15,44.91,14.78,608.0,0.15,0.44,0
68.79,5.0,56.08,37.11,77.94,589.6,0.48,0.56,0
101.78,8.56,66.56,15.77,83.96,524.01,0.09,0.6,1
50.16,1.47,84.72,39.03,43.97,478.13,0.51,0.77,0
247.57,6.01,60.54,15.14,26.03,862.52,0.1,1.0,1
293.52,9.23,73.69,27.55,83.64,506.5,0.04,0.17,1
215.6,5.11,71.72,21.45,61.33,395.4,0.44,0.15,0
118.59,9.02,55.03,42.49,66.25,472.71,0.48,0.17,0
227.8,4.63,42.3,28.7,60.96,359.63,0.43,0.77,0
132.91,3.36,34.62,25.08,42.49,587.68,0.23,0.27,0
395.53,5.95,71.61,22.09,24.25,541.59,0.87,0.24,1
348.87,9.96,99.9,18.7,39.44,511.43,0.93,0.77,1
147.42,5.44,86.89,33.4,60.56,425.22,0.11,0.1,0
113.86,3.64,35.77,40.04,48.36,466.28,0.33,0.41,0
267.27,8.82,37.08,40.96,50.69,364.47,0.73,0.3,1
326.32,0.46,61.98,22.27,43.87,957.04,0.25,1.0,0
352.9,5.64,49.15,26.47,69.9,580.69,0.82,0.04,1
19.43,3.06,34.49,39.58,66.9,9.7,0.76,0.04,0
3.16,4.99,84.52,34.89,56.74,238.47,0.38,0.84,0
210.48,0.83,80.42,21.2,55.97,473.61,0.99,0.19,0
328.66,9.0,47.98,23.77,93.26,248.08,0.71,0.07,1
391.98,4.75,60.97,26.47,30.6,658.56,0.82,0.77,1
34.97,0.66,65.44,41.88,66.84,431.43,0.04,0.39,0
66.86,7.12,35.66,31.67,90.8,273.34,0.94,0.4,0
8.1,9.45,91.46,37.91,91.02,0.16,0.03,0.06,0
15.04,0.09,32.55,28.49,23.68,939.69,0.69,0.19,0
381.46,1.22,72.23,37.7,84.95,558.07,0.88,0.75,0
242.64,5.82,85.79,15.71,23.47,408.81,0.64,0.41,0
281.61,3.49,51.61,11.25,66.28,774.3,0.7,0.59,0
117.42,1.47,54.58,30.92,21.32,166.52,0.96,0.62,0
334.82,7.83,31.82,38.73,91.13,951.78,0.87,0.34,1
86.48,3.65,95.01,42.33,55.87,859.03,0.2,0.83,0
16.01,7.84,61.79,38.43,37.54,85.26,0.42,0.88,0
60.85,2.86,52.79,29.73,37.53,655.18,0.82,0.63,0
358.82,4.8,35.55,32.42,68.22,692.33,0.42,0.73,1
197.52,3.22,68.72,15.97,85.9,399.5,0.85,0.06,0
307.04,6.69,95.88,21.49,12.66,86.03,0.3,0.87,1
5.55,2.82,31.14,13.29,98.06,640.89,0.46,0.59,0
36.25,6.37,66.9,24.73,16.99,119.67,0.87,0.52,0
244.31,3.29,32.51,24.7,18.76,86.38,0.61,0.74,0
289.39,8.23,50.8,15.93,72.4,324.9,0.14,0.36,1
179.92,6.13,40.87,39.13,44.93,623.64,0.59,0.9,0
260.55,2.8,49.24,29.22,11.08,585.49,0.32,0.61,0
261.83,5.18,87.24,32.57,81.74,857.41,0.58,0.99,1
275.6,4.26,99.3,27.66,64.75,695.08,1.0,0.14,0
328.86,1.13,67.92,27.53,27.41,954.48,0.59,0.24,0
326.81,9.84,99.28,16.24,44.97,597.37,0.74,0.29,1
87.65,2.95,71.53,32.63,11.1,339.14,0.32,0.36,0
213.34,8.62,40.91,32.66,34.44,565.34,0.45,0.77,0
391.41,5.66,93.22,26.98,87.13,901.76,0.99,0.14,1
198.85,1.5,41.13,22.35,99.37,929.86,0.38,0.88,0
186.31,5.54,34.8,39.31,20.97,231.04,0.31,0.58,0
63.18,8.31,45.33,44.22,55.05,742.66,0.22,0.36,0
194.17,2.24,85.09,32.88,23.5,331.1,0.71,0.29,0
258.46,5.88,35.18,38.73,33.22,372.41,0.36,0.72,0
89.37,5.32,58.61,29.1,12.68,48.42,0.46,0.31,0
49.31,1.78,62.38,12.6,57.45,439.57,0.08,0.92,0
261.45,0.24,43.89,41.49,32.09,659.68,0.86,0.47,0
388.45,4.64,42.09,23.74,21.6,624.4,0.8,0.55,0
351.17,6.97,99.29,41.35,48.17,757.71,0.04,0.67,1
358.47,6.08,51.2,32.54,43.21,358.8,0.54,0.81,1
28.29,7.52,74.03,26.3,96.81,167.5,0.86,0.03,0
222.25,1.17,65.99,27.32,99.91,113.31,0.67,0.69,0
98.13,0.02,72.49,24.78,58.5,505.36,0.77,0.78,0
218.2,5.86,72.69,13.05,27.41,929.17,0.13,0.41,0
70.29,9.8,68.76,26.23,24.43,456.47,0.22,0.84,0
271.48,3.85,44.8,37.83,21.47,967.47,0.74,0.97,0
382.27,2.46,98.44,20.14,88.34,52.22,0.81,0.02,1
114.47,8.15,88.19,22.36,60.33,210.8,0.85,0.7,0
139.15,1.96,88.36,38.38,43.57,608.1,0.88,0.65,0
364.3,5.68,54.01,42.05,75.06,646.39,0.43,0.47,1
33.45,8.48,36.08,42.46,68.58,885.17,0.18,0.69,0
180.62,0.55,34.75,17.62,77.53,87.93,0.6,0.57,0
68.07,1.55,45.14,33.84,74.28,831.02,0.28,0.97,0
257.76,3.28,95.09,43.31,23.18,420.48,0.69,0.0,0
343.93,4.51,67.4,25.03,95.08,928.84,0.4,0.29,1
267.77,7.62,93.91,11.32,54.02,231.23,0.65,0.67,1
244.7,7.2,93.59,13.08,59.25,583.46,0.32,0.09,1
295.86,7.35,98.0,10.1,34.2,199.52,0.08,0.1,1
65.89,9.13,54.74,25.75,96.95,969.87,0.89,0.28,0
160.67,4.94,57.04,21.39,12.17,451.39,0.66,0.57,0
92.87,1.28,49.38,14.93,38.7,8.82,0.54,0.74,0
399.55,0.79,51.44,29.99,33.88,691.15,0.84,0.86,0
358.59,6.87,59.62,43.49,43.38,255.88,0.17,0.3,1
61.09,1.51,65.08,10.81,30.54,153.08,0.0,0.57,0
258.9,7.02,96.96,20.13,60.48,814.23,0.46,0.42,1
329.51,6.36,61.47,38.71,93.55,758.61,0.16,0.1,1
220.25,4.54,90.51,12.98,71.59,599.12,0.84,0.97,0
396.72,1.64,66.27,43.08,48.22,984.93,0.83,0.88,0
259.87,2.44,99.44,33.06,16.9,831.95,0.58,0.55,0
327.73,9.08,73.34,13.74,49.88,80.49,0.52,0.56,1
65.83,2.35,79.53,22.51,20.86,344.8,0.03,0.67,0
233.65,8.94,58.29,25.34,14.4,813.36,0.94,0.26,0
265.62,5.29,42.08,26.96,96.61,848.35,0.7,0.43,0
16.41,7.54,36.24,25.23,92.37,415.46,0.94,0.12,0
294.85,0.65,81.34,42.11,34.08,370.26,0.46,0.61,0
352.48,8.61,78.0,40.73,30.18,833.34,0.1,0.15,1
7.72,7.97,64.38,23.51,98.25,276.35,0.26,0.09,0
132.7,1.06,37.98,21.2,92.74,929.26,0.66,0.1,0
265.42,7.39,49.15,33.57,18.86,767.46,0.07,0.5,1
178.11,3.24,93.53,16.69,67.3,734.06,0.71,0.9,0
396.1,2.26,79.16,33.26,65.67,489.38,0.88,0.48,1
62.62,1.14,56.75,20.11,90.35,78.93,0.39,0.18,0
225.51,1.96,47.88,19.43,65.08,473.12,0.53,0.75,0
12.41,8.38,82.94,16.81,23.94,575.48,0.98,0.43,0
156.69,5.35,96.09,29.67,86.56,669.88,0.02,0.31,0
370.55,7.54,33.22,44.66,54.75,750.04,0.24,0.87,1
286.19,3.52,79.11,23.93,76.74,782.88,0.36,0.14,0
199.46,1.9,92.66,38.55,37.95,196.34,0.32,0.47,0
222.2,6.84,38.33,16.02,83.59,10.96,0.3,0.38,1
285.8,2.16,65.99,28.27,61.34,719.09,0.76,0.45,0
44.86,9.41,77.89,41.49,96.15,571.1,0.08,0.3,0
141.06,8.57,45.85,34.87,21.11,263.02,0.51,0.64,0
291.69,9.84,83.39,38.81,53.97,128.24,0.68,0.51,1
41.14,7.85,56.6,20.49,90.16,542.06,0.8,0.94,0
183.51,1.84,48.07,25.26,82.53,200.31,0.69,0.17,0
47.66,8.74,95.32,20.14,62.82,58.94,0.39,0.39,0
5.23,5.25,64.6,23.96,21.36,30.88,1.0,0.56,0
377.52,2.16,94.89,11.08,62.02,468.78,0.23,0.32,1
223.28,6.01,42.47,21.09,12.22,142.23,0.95,0.68,0
63.13,5.42,54.68,41.66,16.78,359.94,0.49,0.72,0
381.42,3.29,85.55,17.94,50.03,770.36,0.66,0.04,1
157.05,8.13,66.85,19.84,65.24,408.91,0.17,0.8,1
206.07,1.88,44.53,30.42,62.77,441.32,0.48,0.95,0
83.05,0.51,43.59,32.02,44.1,251.49,0.32,0.59,0
219.35,9.41,63.96,20.72,23.38,818.98,0.45,0.91,1
214.47,2.09,77.86,16.72,77.96,998.2,0.89,0.66,0
268.41,0.18,82.47,41.73,17.8,706.35,0.24,0.64,0
61.81,10.0,67.41,17.32,46.94,99.75,0.72,0.7,0
56.82,4.69,50.23,18.15,17.83,64.15,0.02,0.51,0
51.51,8.7,66.45,13.91,18.58,189.08,0.43,0.17,0
219.73,8.15,87.93,26.75,67.75,103.13,0.54,0.88,1
396.07,4.08,37.56,24.55,24.36,432.85,0.24,0.7,1
66.24,8.36,92.97,24.73,57.29,791.46,0.14,0.68,0
287.97,8.94,69.41,35.64,60.87,406.36,0.38,0.58,1
230.93,2.03,95.62,12.35,24.3,793.68,0.72,0.92,0
28.59,4.42,76.75,23.23,29.21,966.98,0.05,0.53,0
52.14,8.65,88.96,19.6,69.22,687.73,0.22,0.1,0
52.24,5.76,31.94,25.63,96.46,976.43,0.18,0.1,0
218.9,2.13,87.64,22.34,52.06,31.07,0.68,0.68,0
322.08,5.88,37.66,34.82,30.09,276.67,0.93,0.47,0
373.85,1.73,66.12,38.37,58.39,10.28,0.03,0.11,1
317.97,0.75,88.86,33.18,96.24,593.21,0.41,0.13,0
397.98,5.36,59.38,18.56,99.67,238.66,0.53,0.27,1
307.55,1.63,55.05,28.22,96.02,982.46,0.97,0.06,0
54.05,8.5,74.3,12.45,45.47,764.04,0.37,0.11,0
27.98,2.63,60.87,44.7,78.09,242.83,0.28,0.99,0
172.17,6.26,49.77,31.76,69.14,657.33,0.63,0.91,0
319.51,0.08,46.82,10.67,44.46,777.54,0.05,1.0,0
40.9,6.91,61.37,43.66,41.44,624.36,0.39,0.25,0
181.82,8.35,91.37,27.54,46.76,665.46,1.0,0.83,0
300.4,6.22,59.01,18.15,98.5,816.97,0.17,0.62,1
49.1,2.6,80.54,21.77,53.65,376.63,0.65,0.26,0
347.67,5.98,84.14,12.43,32.02,220.4,0.04,0.12,1
89.45,8.14,80.06,33.34,52.03,994.55,0.4,0.61,0
336.98,8.7,80.94,42.78,67.66,548.92,0.8,0.07,1
352.2,6.55,98.74,43.68,34.03,87.79,0.33,0.92,1
152.74,7.65,41.53,14.48,50.54,273.78,0.03,0.64,0
177.14,8.17,82.56,41.56,26.05,462.28,0.76,0.93,0
25.36,4.39,53.99,44.89,83.04,557.13,0.42,0.44,0
304.98,2.64,45.51,19.68,57.91,888.51,0.84,0.08,0
184.4,8.97,71.85,10.39,55.05,626.92,0.48,0.97,1
5.22,8.65,55.81,42.4,60.03,171.1,0.11,0.9,0
18.11,7.52,93.83,18.25,36.23,850.69,0.97,0.11,0
0.46,1.75,35.15,29.7,16.43,24.85,0.88,0.93,0
59.51,5.28,96.7,42.66,51.27,741.46,0.6,0.62,0
194.79,1.74,59.3,18.43,60.83,914.73,0.22,0.9,0
360.72,0.12,86.71,15.96,72.57,163.02,0.14,0.01,1
155.68,1.38,48.94,26.91,37.3,527.99,0.04,0.4,0
320.04,5.92,65.84,35.85,32.56,690.8,0.61,0.64,1
386.09,5.92,90.51,16.12,46.1,707.31,0.58,0.83,1
328.28,8.98,33.28,43.95,26.78,837.17,0.91,0.77,1
306.47,7.22,99.77,14.63,59.6,820.25,0.62,0.16,1
293.82,3.31,70.37,16.62,91.09,289.58,0.23,0.27,1
30.04,1.86,67.97,36.37,13.25,929.0,0.91,0.34,0
117.0,1.43,30.66,37.64,39.86,622.74,0.96,0.12,0
395.18,5.18,83.26,28.61,94.29,971.47,0.61,0.39,1
375.89,9.71,88.85,20.65,50.61,263.54,0.56,0.33,1
47.24,8.4,39.5,25.26,94.3,72.01,0.18,0.37,0
89.33,9.41,83.69,33.56,16.08,669.0,0.22,0.75,0
389.43,6.36,73.06,21.66,79.51,251.79,0.78,0.28,1
262.42,0.59,41.64,33.89,28.16,648.4,0.51,0.95,0
258.0,7.68,80.69,18.7,66.91,548.28,0.48,0.38,1
264.06,6.64,72.68,20.16,13.77,811.61,0.9,0.82,0
3.51,1.59,79.62,25.2,51.02,986.6,0.8,0.58,0
41.03,4.77,96.93,10.06,38.25,28.69,0.16,0.19,0
8.25,6.8,46.27,39.93,98.52,58.64,0.01,0.04,0
235.04,8.41,37.66,29.57,14.55,950.24,0.82,0.89,0
44.94,9.59,30.26,39.82,58.95,921.68,0.48,0.11,0
45.82,2.9,62.58,30.32,24.45,367.0,0.98,0.8,0
349.12,9.05,42.33,19.85,22.56,355.08,0.68,0.37,1
366.52,5.1,33.46,26.74,62.3,317.32,0.3,0.97,1
69.99,7.1,90.19,22.58,69.58,945.77,0.71,0.23,0
25.05,3.75,67.11,26.87,38.08,790.39,0.41,0.18,0
337.65,9.98,94.64,23.72,15.23,485.34,0.6,0.51,1
61.52,8.97,88.62,10.8,19.59,291.91,0.78,0.1,0
15.9,0.68,74.86,31.12,75.46,737.43,0.46,0.04,0
287.65,0.11,49.11,43.21,91.5,616.0,0.93,0.03,0
282.14,0.13,48.67,16.12,29.85,349.93,0.28,0.36,0
382.96,7.59,98.24,14.31,31.13,820.66,0.95,0.69,1
255.57,1.12,35.87,19.78,76.05,241.0,0.74,0.58,0
130.33,4.64,93.69,35.06,62.08,105.69,0.35,0.9,0
329.63,1.5,80.12,23.54,37.2,835.08,0.52,0.1,0
50.97,5.55,57.15,38.3,27.89,393.91,0.26,0.63,0
265.4,5.75,62.42,44.03,66.26,702.41,0.57,0.56,0
60.75,3.6,51.39,35.38,76.21,335.04,0.32,0.78,0
154.35,6.86,36.07,16.37,11.86,860.83,0.86,0.39,0
329.88,8.58,91.03,14.87,59.83,421.61,0.84,0.56,1
311.45,2.99,90.57,24.66,13.42,488.29,0.49,0.51,0
233.54,5.27,56.98,40.26,56.86,498.32,0.29,0.23,0
330.91,6.19,95.58,35.99,90.95,520.68,0.34,0.78,1
62.13,7.58,68.93,12.05,61.35,398.42,0.16,0.17,0
399.54,3.22,68.98,40.56,73.35,784.56,0.22,0.75,1
321.1,0.65,80.99,12.58,42.05,129.75,0.3,0.51,0
264.75,9.77,35.32,19.36,79.3,946.68,0.61,0.19,1
368.6,4.11,35.5,30.57,50.29,687.63,0.25,0.3,1
180.75,4.27,55.72,16.52,92.82,658.07,0.74,0.0,0
46.93,6.86,98.91,35.56,97.4,897.75,0.1,0.42,0
215.36,8.15,63.92,33.34,91.58,354.53,0.64,0.55,1
372.58,1.18,97.75,36.6,95.51,958.9,0.04,0.53,1
130.57,0.92,90.27,36.29,58.4,17.79,0.84,0.01,0
274.65,3.47,63.49,12.12,38.73,537.18,0.96,0.06,0
250.7,1.05,82.71,13.09,78.57,308.92,0.13,0.98,0
277.23,0.77,34.27,24.66,44.69,431.07,0.95,0.43,0
60.77,7.03,63.06,28.33,15.87,351.34,0.27,0.89,0
134.65,9.69,81.76,23.8,67.14,339.21,0.32,0.99,1
236.75,8.11,53.13,36.36,33.96,474.06,0.31,0.06,0
12.25,3.76,74.65,21.78,90.19,680.32,0.9,0.26,0
309.48,7.64,56.69,17.74,98.72,838.99,0.01,0.31,1
140.36,6.49,90.68,11.51,77.83,202.76,0.0,0.83,1
151.5,5.35,82.4,34.0,59.31,785.25,0.23,0.09,0
236.94,1.98,65.62,27.34,58.76,911.46,0.27,0.07,0
310.14,1.5,91.05,37.72,53.47,51.21,0.15,0.14,0
44.4,5.43,70.89,14.42,78.9,733.78,0.2,0.01,0
301.93,8.91,76.37,10.75,66.16,113.36,0.31,0.35,1
124.55,1.52,47.34,30.48,60.19,110.17,0.12,0.34,0
197.14,0.13,98.72,16.53,33.49,280.66,0.15,0.89,0
158.65,6.99,52.33,27.15,98.62,179.23,0.17,0.12,1
41.37,2.5,43.07,40.78,63.82,719.65,0.32,0.33,0
122.49,6.21,49.58,41.5,74.45,640.49,0.54,0.42,0
42.22,5.5,45.04,23.73,46.85,859.66,0.4,0.58,0
7.9,0.27,74.37,11.35,55.74,480.97,0.64,0.42,0
352.55,4.49,91.95,18.2,26.38,130.61,0.19,0.27,1
384.72,2.35,31.47,18.79,18.11,172.08,0.13,0.8,1
138.73,7.36,43.52,44.39,35.66,97.88,0.57,0.11,0
170.09,1.17,81.17,12.77,57.52,147.2,0.92,0.8,0
256.71,9.64,57.64,16.07,31.73,134.57,0.4,0.53,1
57.0,0.89,43.49,26.69,52.66,992.64,0.6,0.36,0
142.98,0.11,65.91,33.1,28.57,14.98,0.86,0.31,0
237.95,2.15,94.05,19.87,63.53,978.69,0.84,0.69,0
18.9,8.49,63.21,43.36,46.5,74.42,0.15,0.51,0
206.54,6.18,98.82,41.25,16.1,179.49,0.41,0.62,0
141.26,9.45,72.55,39.57,47.77,606.36,0.3,0.14,0
148.11,8.97,87.38,11.31,76.22,881.07,0.89,0.1,0
58.0,4.99,80.3,17.66,69.81,288.63,0.02,0.93,0
224.08,0.19,43.74,25.31,15.06,913.38,0.82,0.29,0
103.5,7.85,86.63,14.53,34.88,336.5,0.74,0.82,0
214.46,4.54,69.19,30.56,12.74,319.48,0.79,0.58,0
67.81,4.26,54.94,29.66,88.14,761.64,0.94,0.98,0
192.43,1.56,62.9,24.96,63.51,636.87,0.94,0.7,0
145.45,0.56,45.81,19.18,81.64,769.58,0.09,0.89,0
187.24,8.45,57.52,42.89,81.51,843.67,0.36,0.98,1
191.85,0.01,32.93,25.56,35.84,467.46,0.24,0.57,0
195.04,3.27,38.03,10.86,62.17,901.9,0.58,0.66,0
395.38,5.21,78.47,39.49,70.1,523.58,0.32,0.07,1
102.1,3.84,47.04,23.74,96.5,713.95,0.23,0.07,0
218.87,0.5,70.78,27.53,10.05,476.87,0.63,0.77,0
207.63,9.68,73.77,14.34,67.84,64.04,0.49,0.2,1
359.45,5.26,32.25,33.92,17.93,755.32,0.49,0.29,0
309.58,0.18,74.61,42.74,93.88,395.52,0.66,0.55,0
117.91,4.9,95.36,44.34,61.53,780.94,0.06,0.81,0
252.01,5.6,78.63,22.7,50.01,540.98,0.93,0.58,0
342.5,0.9,73.59,12.25,97.52,55.04,0.33,0.84,1
155.69,5.9,37.46,38.46,95.55,474.16,0.82,0.67,0
79.5,5.1,39.71,30.86,57.22,226.01,0.25,0.37,0
51.51,6.67,81.63,38.71,66.83,631.99,0.03,0.75,0
132.04,0.28,39.39,13.81,74.84,723.16,0.82,0.69,0
167.4,4.1,38.01,41.12,89.34,773.19,0.92,0.25,0
79.29,6.62,87.71,35.55,14.05,578.56,0.83,0.43,0
194.98,8.31,69.09,17.62,26.79,157.98,0.02,0.23,1
343.25,3.37,73.0,26.65,60.91,837.23,0.37,0.32,1
69.31,5.88,83.17,24.28,22.75,913.26,0.03,0.08,0
253.33,1.41,57.87,42.83,53.31,88.73,0.28,0.99,0
123.49,0.76,57.59,34.06,86.11,648.58,0.06,0.47,0
193.58,8.86,69.82,32.23,36.44,691.52,0.28,0.79,1
22.22,9.13,38.43,28.06,83.73,577.54,0.17,0.42,0
356.73,7.67,91.69,38.42,30.55,755.72,0.98,0.38,1
100.76,5.07,59.07,24.34,75.99,31.14,0.16,0.74,0
233.05,7.56,93.71,27.18,30.09,590.48,0.95,0.35,0
150.0,2.7,63.25,12.07,63.92,689.4,0.49,0.48,0
243.64,8.88,80.87,36.84,21.15,599.82,0.19,0.59,1
211.8,3.76,94.39,42.78,54.28,467.73,0.1,0.85,0
302.1,4.29,43.72,38.41,37.23,297.47,0.72,0.61,0
35.14,5.54,99.39,30.29,37.33,828.52,0.26,1.0,0
307.02,8.96,48.1,11.99,40.2,601.61,0.17,0.35,1
125.77,1.71,91.69,31.16,77.39,629.75,0.02,0.37,0
14.23,0.54,99.3,26.01,56.16,892.9,0.89,0.53,0
283.5,5.27,60.02,37.95,93.56,774.48,0.2,0.13,1
202.78,5.08,73.15,35.43,70.89,685.17,1.0,0.15,0
376.46,9.7,97.85,29.55,58.42,355.74,0.86,0.19,1
238.41,6.06,65.41,13.43,73.43,23.51,0.21,0.79,1
312.69,8.56,88.42,19.42,16.02,291.77,0.78,0.69,1
25.28,2.06,65.9,38.66,77.91,178.38,0.61,0.61,0
271.53,7.23,32.84,26.22,33.89,614.24,0.81,0.12,0
302.57,0.14,69.1,24.33,83.66,875.37,0.72,0.55,0
220.23,8.76,97.51,31.1,19.75,117.63,0.51,0.3,1
193.36,2.66,68.62,20.37,12.91,783.87,0.09,0.82,0
113.39,9.08,94.09,36.89,28.16,934.04,0.61,0.42,0
233.4,0.61,91.15,11.37,38.25,16.77,0.43,0.13,0
196.66,9.87,68.69,30.48,46.93,878.9,0.06,0.44,1
168.89,4.06,72.8,18.88,66.05,890.49,0.91,0.68,0
148.27,4.7,56.0,32.61,65.62,416.7,0.17,0.81,0
275.13,7.09,72.26,29.62,79.46,306.91,0.45,0.63,1
222.36,6.73,93.91,11.46,30.21,51.1,0.96,0.44,0
157.37,0.34,87.86,40.38,39.49,208.6,0.87,0.28,0
175.59,8.08,30.46,24.69,68.5,947.63,0.95,0.19,0
29.75,4.68,60.19,39.19,86.87,149.03,0.7,0.06,0
269.25,7.12,73.62,42.39,85.18,577.34,0.35,0.1,1
12.23,1.66,88.96,17.83,85.41,77.78,0.2,0.29,0
45.75,0.21,53.73,14.71,51.63,167.22,0.82,0.89,0
258.82,7.96,61.97,37.28,49.02,856.4,0.32,0.71,1
311.72,9.04,37.87,15.68,54.66,902.48,0.56,0.8,1
262.81,2.9,50.87,40.46,22.84,919.05,0.01,0.79,0
132.75,3.81,95.58,33.16,29.0,170.84,0.58,0.41,0
42.18,2.5,81.99,37.98,22.85,533.32,0.66,0.94,0
